data,model,score,score1,score2,score3,score4
rsna,resnet,0.9584707627915136,0.9433132144513091,0.9479527262246394,0.9507232922718328,0.9513720522813568
rsna,resnet,0.9625011891481724,0.9485458591235896,0.9522787174575128,0.9557143338297768,0.9557921318703811
rsna,resnet,0.9598310801783156,0.945423244683112,0.949966010829308,0.9509158723488941,0.9527534984465352
rsna,resnet,0.9574830617375732,0.9422451995090724,0.9469971361725372,0.9492061444330216,0.9511108632231214
rsna,resnet,0.9590069442766214,0.9449601220293986,0.948527101583253,0.9501781030495926,0.95312007372548
rsna,resnet,0.95760956,0.942921435,0.947678485,0.949870455,0.9505504000000001
rsna,resnet,0.9589558592292178,0.9439344335234106,0.9494842743746847,0.9501930270043356,0.9524674873268676
rsna,resnet,0.959762184645649,0.9452091661026076,0.9493224598603378,0.951529442618536,0.95277621102891
rsna,resnet,0.961386224118137,0.9458743884487943,0.9505321163584785,0.9522257510486812,0.9546073551407938
rsna,resnet,0.9588530980112118,0.9434037570104492,0.9479174480145804,0.9505566806241802,0.9513376907593476
rsna,resnet,0.9609188606391248,0.9465062874672541,0.9511336696848572,0.9529230247176949,0.9547365923996468
rsna,resnet,0.960372219632928,0.9469905309386584,0.9507667056886622,0.9527495760655642,0.9536824902332104
rsna,resnet,0.95894245747756,0.9434287400216494,0.9472724462461516,0.9507803412195872,0.951391596532036
rsna,resnet,0.9585985715508984,0.9448430438594866,0.9485287264689726,0.9506128971036923,0.9521178638261264
rsna,resnet,0.9589983706274134,0.9445650888424374,0.94963362033647,0.9510776673617141,0.9531455991465024
rsna,resnet,0.9604271990007612,0.9462628288252052,0.950157244961112,0.9533389880073052,0.9537729479944236
rsna,resnet,0.959900080645627,0.9457435863182918,0.9495625767675879,0.9527097118572176,0.9536164230479608
rsna,resnet,0.9596613898594611,0.94433046789347,0.948886973212206,0.951468018324404,0.952376332323938
rsna,resnet,0.961113731080202,0.945663639122342,0.9501384922372884,0.9528051409533356,0.954134107878537
rsna,resnet,0.9586089106742044,0.9429196878427841,0.9470339068280084,0.9508167635349029,0.9516116457314248
rsna,resnet,0.9586779591193314,0.9433304058377447,0.9478969378848392,0.9496455423990776,0.9512924874456612
rsna,resnet,0.9584670630715572,0.9437954381550714,0.9478758512767218,0.950626678776384,0.9513886545143124
rsna,resnet,0.9606313676646524,0.9460634203183668,0.9502332255831084,0.9529667362375952,0.9539517915253686
rsna,resnet,0.9596582732197464,0.9438561435620246,0.9490305910626032,0.9513054894649856,0.952500858290286
rsna,resnet,0.960107765520914,0.9456033990252476,0.948692033800953,0.9507948453221681,0.9536163657574466
rsna,resnet,0.9573405169096868,0.9421377043095596,0.9465185467700534,0.9483104481349836,0.9500331869154576
rsna,resnet,0.9606719299758678,0.9457961203965346,0.950641628851461,0.9526539589498038,0.9548401191055012
rsna,resnet,0.9606090113487438,0.9475546876905818,0.950425039590184,0.952568448636662,0.9545068033401742
rsna,resnet,0.9587326057623452,0.9437947488563636,0.9481048524561762,0.9511626175822164,0.9519704724001248
rsna,resnet,0.9572197151752936,0.9434985693575464,0.948093880170046,0.9498326666888794,0.9517868684667716
rsna,mobilenet,0.9643038869663908,0.9520561192406978,0.9547165619605402,0.9562399188033092,0.9567098591321854
rsna,mobilenet,0.9647394330019152,0.9524861206979288,0.9563026316662492,0.9561839747561316,0.9571562838395224
rsna,mobilenet,0.9621008975198816,0.9497811208670908,0.9527094925882053,0.9544678204701158,0.9541163618389432
rsna,mobilenet,0.9663985383100712,0.9536401923367648,0.9555668376958452,0.9584659124283266,0.9582501438635758
rsna,mobilenet,0.966560240880458,0.9541342136282494,0.9571105619799852,0.9586189733271188,0.9597750837842091
rsna,mobilenet,0.9647364334062732,0.9519090428609468,0.9554768002538544,0.956834710880302,0.9575141842125809
rsna,mobilenet,0.9653622997562542,0.9530054959109348,0.9561559582724656,0.9577963996634716,0.958292551191598
rsna,mobilenet,0.9644038702738598,0.9507953378620804,0.9550114252800216,0.9553504376094144,0.9555298703508645
rsna,mobilenet,0.9659546021574416,0.9538515361707168,0.957522244565087,0.9582623903551141,0.9592100155925598
rsna,mobilenet,0.9653041826227704,0.9524737365736776,0.9561872790876648,0.9572973417279492,0.9579824847339328
rsna,mobilenet,0.9648807956928108,0.9534786679075592,0.956465834302232,0.9571278172311402,0.9583287305687818
rsna,mobilenet,0.96462332469597,0.9518923149202932,0.9557773292367306,0.9566731880301164,0.9574915721213866
rsna,mobilenet,0.9646665026701808,0.951882766710198,0.9552443864641562,0.9569625606253792,0.9566960885300422
rsna,mobilenet,0.9651680594359504,0.9521969912962978,0.9548408133874546,0.9568788276593344,0.956982231328864
rsna,mobilenet,0.9641551109957044,0.9507943990203324,0.954280852351436,0.9553660367377514,0.9563545375263758
rsna,mobilenet,0.9657106936286406,0.9536727685221144,0.9563278202803248,0.9573767556530376,0.9583311761547352
rsna,mobilenet,0.9651519498624684,0.9526407070275336,0.9552274595609708,0.9573421946152711,0.9575780532717624
rsna,mobilenet,0.9675022378638418,0.9554209182018296,0.9575878517202504,0.9593427296373808,0.9592105890350048
rsna,mobilenet,0.9646924259952538,0.9530705027165844,0.9558325879933882,0.9568815567430538,0.9573333307285391
rsna,mobilenet,0.9656930130147452,0.9536808128538132,0.956537399068602,0.9582757536454308,0.9579361020688609
rsna,mobilenet,0.965450996557482,0.9518809210064216,0.956426604994832,0.956731250250406,0.9574992157036072
