model,score
Scaling_experiments/Mura/Mobile_1.0_0.5,0.813309016055438
Scaling_experiments/Mura/Mobile_1.0_0.5,0.813857928525125
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8179403443033416
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8147668212319459
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8212561555912135
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8248993594007071
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8163396083704513
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8190123069960137
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8208607342046116
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8122983870967742
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8147588447143563
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8200161825282191
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8181705481271584
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8197925427530137
Scaling_experiments/Mura/Mobile_1.0_0.5,0.8076632278123232
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8048815612004045
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8067494585243735
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8073979767868725
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8064920133043157
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8055591058850261
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8146725515925086
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8129376054444092
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8177702320316922
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8163156491602239
Scaling_experiments/Mura/Mobile_0.5_0.6,0.7996877245343503
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8070966332055042
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8140291166356616
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8233319547835678
Scaling_experiments/Mura/Mobile_0.5_0.6,0.7999783779259548
Scaling_experiments/Mura/Mobile_0.5_0.6,0.8076140045059119
Scaling_experiments/Mura/Mobile_0.75_0.7,0.8153405897082119
